it_id	italian	nl_id	dutch
3544527	"Non mentire non significa necessariamente ""di' la verità""."	11853712	"Lieg niet betekent niet noodzakelijk ""zeg de waarheid""."
5209430	Non c'è nessuno dentro.	10018926	Er is niemand binnen.
624898	Lui non beve e non fuma.	1307936	Hij rookt noch drinkt.
2809163	Non ha niente di caldo da bere?	6066322	Heb je iets warms te drinken?
1167344	Non c'è nessun nuovo sole.	3064451	Er is geen nieuwe zon.
6871496	Lui può prendere il mio motorino per qualche giorno.	11477039	Hij mag een paar dagen mijn brommer lenen.
3540719	Il ragazzino è allo zoo.	4493319	Het jongetje is in de dierentuin.
905673	L'amichetto svogliato di Beth le ha chiesto di fargli i compiti di storia.	688880	Het luie vriendje van Beth vroeg haar zijn geschiedeniswerk te maken.
6569577	Tom vuole un modellino di treno per Natale.	9502715	Tom wil een modeltrein voor kerst.
1160411	Quel laghetto è profondo tre metri.	1011256	Deze vijver is drie meter diep.
6569577	Tom vuole un modellino di treno per Natale.	9502712	Tom wil een modeltrein voor Kerstmis.
7755165	Tom mangiò un altro orsetto gommoso.	7753471	Tom at nog een gummibeer.
4479151	Non era la sua.	9434087	Het was niet van haar.
3956514	Tom voleva vedere la camera di Mary.	3970217	Tom wilde Mary's kamer zien.
3642775	Sto cercando la mia macchina fotografica.	554345	Ik ben mijn camera aan het zoeken.
4237323	Loro non hanno le vertigini.	4267080	Ze voelen zich niet duizelig.
4366708	Ieri la mia fidanzata ha avuto due orgasmi.	3153401	Gisteren had mijn verloofde twee orgasmes.
5083811	Non vale la pena andarci.	1019871	Daarnaartoe gaan is nutteloos.
2229555	Una chiave d'oro apre tutte le porte.	683675	Een gouden sleutel maakt alle deuren open.
12040535	C'è una donna che la vuole vedere.	12447951	Er is een vrouw die je wil zien.
992679	Spegni la tele. Non riesco a concentrarmi.	1033240	Zet de televisie uit. Ik kan me niet concentreren.
5686790	Ovviamente, non lo posso dire a Tom.	12123024	Natuurlijk kan ik dat Tom niet vertellen.
3764993	Ha salvato la situazione.	811644	Hij heeft de situatie gered.
1445982	Se potessi spedirti un marshmallow, Trang, lo farei.	380103	Als ik je een spekje kon sturen, Trang, zou ik het doen.
851034	Prendiamo la metropolitana.	8475317	Laten we met de metro gaan.
1554565	Io non ho la febbre.	8221854	Ik heb geen koorts.
6374128	Abito con la mia famiglia.	8094835	Ik woon bij mijn familie.
6026552	Non ce ne sono così tanti.	11214572	Er zijn er niet zoveel.
3229767	Non mi ama più.	8132550	Hij houdt niet meer van me.
4562132	Non mi hanno pagato.	8545113	Men heeft mij niet betaald.
3758714	Io penso che la sua vita sia in pericolo.	2062393	Ik denk dat zijn leven in gevaar is.
7833869	Mary non era la tua morosa?	7855745	Was Maria niet jouw vriendin?
634408	Era la pazienza fatta a persona.	662640	Hij was het geduld in persoon.
3346745	Lui mi tratta come se fossi un estraneo.	8501925	Hij behandelt mij alsof ik een vreemde ben.
2998246	Tom ruppe apposta la finestra.	3706494	Tom heeft het venster opzettelijk gebroken.
5137672	Io ho riparato la radio per lui.	1020858	Ik heb de radio gerepareerd voor hem.
7221387	Anche se Tom è impegnato, lo farà.	8537519	Zelfs als Tom het druk heeft, zal hij dat doen.
4843992	Perché ci sono delle stelle in cielo?	3600473	Waarom zijn er sterren aan de hemel?
2415638	La tecnologia dei razzi migliorò durante la Seconda Guerra Mondiale.	9779836	De rakettechnologie verbeterde tijdens de Tweede Wereldoorlog.
529451	Chiamate la polizia in caso di emergenza.	4454736	Bel de politie in geval van nood.
1794018	Quando una donna può scegliere tra l'amore e la ricchezza, cerca sempre di scegliere entrambi.	3221768	Als een vrouw de keuze heeft tussen liefde en rijkdom, probeert ze altijd beide te kiezen.
6459061	Tom lo farà adesso.	11086907	Tom gaat dat nu doen.
375414	Parto la settimana prossima.	8435488	Ik vertrek volgende week.
1246367	Curò la mia malattia.	8657440	Hij heeft mijn ziekte genezen.
3828128	Non ha capito la domanda.	8434562	Ze begreep de vraag niet.
1280441	Ha perso la sua borsetta.	3372138	Ze heeft haar handtas verloren.
3326500	Che colore ha la neve?	11623274	Welke kleur heeft sneeuw?
3758613	Lui non riusciva a capire la frase.	944408	Hij kon de zin niet begrijpen.
5151870	Tom ha la mia macchina.	12120809	Tom heeft mijn auto.
5770177	Lei la aiuta.	7799107	Zij helpt haar.
645985	Non ti piacciono le mele?	400913	Hou je niet van appels?
5007984	Sono la madre di Tom.	10633248	Ik ben Toms moeder.
3338426	Lei strappò la sua lettera a pezzi.	4754819	Zij scheurde zijn brief in vele stukjes.
1516905	Non ci sono tovaglie nella stanza quindici.	4653044	Er zijn geen handdoeken in kamer vijftien.
6559673	Io amo le lingue turciche.	9444831	Ik hou van Turkse talen.
4106636	Venderemo la nostra casa.	7549167	We gaan ons huis verkopen.
2773752	Io sono arrivata a Kobe verso le due e mezza.	8496098	Ik ben rond half drie in Kobe aangekomen.
1534863	Ha gli occhi blu.	473335	Ze heeft blauwe ogen.
1208987	In generale gli uomini sono più alti delle donne.	3379522	In het algemeen zijn mannen langer dan vrouwen.
3956512	Tom voleva vedere la stanza di Mary.	3970217	Tom wilde Mary's kamer zien.
2851953	La scatola era vuota quando la aprii.	385630	De doos was leeg toen ik hem openmaakte.
3679933	Alcuni di loro dissero di sì, e gli altri dissero di no.	779970	Enkelen van hen zeiden ja, en de anderen neen.
4350079	Amo la poesia.	7428231	Ik hou van poëzie.
2602475	Mary è la mia ragazza.	7555202	Maria is mijn vriendin.
2512355	Tom la sta aspettando.	9022094	Tom wacht op u.
4524620	Hai pitturato le pareti.	3611852	Je hebt de muren geverfd.
2681987	Dov'è la vostra stanza?	5029742	Waar is jullie kamer?
1426819	Lui stava ascoltando la musica.	1333867	Hij was naar muziek aan het luisteren.
1704000	La matematica non è solamente la memorizzazione di formule.	4275725	Wiskunde is niet louter formules uit het hoofd leren.
1246365	Ha curato la mia malattia.	8657440	Hij heeft mijn ziekte genezen.
701217	Ami la musica?	417311	Hou je van muziek?
3050345	Tutti ne stanno parlando.	9489985	Iedereen heeft het erover.
1275305	Mio nonno morì poco dopo la mia nascita.	3039582	Mijn grootvader stierf kort na mijn geboorte.
4471	Ho preso la mia decisione.	839998	Ik heb mijn beslissing genomen.
2675988	Lui mi parlava ogni giorno.	2676001	Hij sprak elke dag tegen mij.
374205	L'arte moderna non mi interessa.	3376243	Ik interesseer me niet voor moderne kunst.
642660	Odia le carote.	642667	Hij heeft een hekel aan wortels.
6928416	Mette le tue lettere nella busta.	6940149	Steek je brief in deze envelop.
2189173	Tentò invano di sollevare la pietra.	2800513	Hij probeerde tevergeefs de steen op te tillen.
6598256	Ti piace la mia T-shirt?	7452203	Vind je mijn T-shirt leuk?
4468761	Dopo ti avremo portato in ospedale.	4468768	Wij zullen jou later naar het ziekenhuis hebben gebracht.
3548111	Copenhagen è la capitale della Danimarca.	7488052	Kopenhagen is de hoofdstad van Denemarken.
1215852	Ti fa male spesso la testa?	5187925	Heb je dikwijls hoofdpijn?
778312	Mi piace molto la musica.	8261494	Ik ben dol op muziek.
980860	È la mia prima visita dal dentista.	11992401	Dit is mijn eerste bezoek aan de tandarts.
1467319	George mi ha mandato una cartolina di compleanno.	947730	Georgo heeft mij een verjaardagskaart gestuurd.
11470368	Sei la mia musa.	11470373	Jij bent mijn muze.
3269737	In una guerra ideologica sono le persone che vengono uccise.	11201192	In een ideologische oorlog zijn het de mensen die worden gedood.
7709087	Il cane inseguì lo scoiattolo.	7701058	De hond achtervolgde de eekhoorn.
3514040	A Melanie piace la musica.	4640277	Melanie houdt van muziek.
1128577	Mary è la segretaria di Tom.	9110840	Maria is Toms secretaresse.
3545553	Gerusalemme è la capitale di Israele.	7342950	Jeruzalem is de hoofdstad van Israël.
3431574	Sembra che tu conosca la risposta.	8294844	Het lijkt erop dat jij het antwoord weet.
969946	A Yukiko piacciono le patate.	1076131	Yukiko vindt de aardappelen goed.
3014569	A me piace la loro casa.	3394954	Ik hou van hun huis.
2852870	Thomas Edison inventò la lampadina.	402948	Thomas Edison heeft de lamp uitgevonden.
1337640	Occhio alle macchine quando attraversi la strada.	2147978	Pas op voor auto's als je de straat oversteekt.
1158462	Viva la vita!	2119712	Leve het leven!
842662	In altre parole, ci ha tradito.	3645195	In andere woorden, hij heeft ons verraden.
658439	Amo la mia famiglia tantissimo.	5362314	Ik hou heel erg van mijn familie.
4507478	Queste sono le domande.	8237789	Dit zijn de vragen.
1008283	Mi strappò la lettera dalla mano.	783924	Hij gritste de brief uit mijn hand.
3227578	A Tom piace ascoltare la musica degli anni ottanta.	8545149	Tom luistert graag naar muziek uit de tachtiger jaren.
1020311	Ti piace la Cina?	8774551	Vind je China leuk?
2414666	Tom ha la carnagione scura.	3175380	Tom heeft een donkere huid.
1002602	In un minuto ci sono sessanta secondi.	874448	Een minuut is zestig seconden.
8033439	Non riesco a trovare la pala.	7801060	Ik kan de schop niet vinden.
5053408	Chi sta dicendo la verità?	5048081	Wie vertelt de waarheid?
836216	Voglio visitare la Corea.	1532537	Ik wil Korea bezoeken.
2457738	Non giochi con la palla in questa stanza.	7782637	Speel niet met de bal in deze kamer.
1928728	Tutte le palle sono gialle.	7770078	Alle ballen zijn geel.
3683264	Non è la mia decisione.	3702344	Dit is niet mijn beslissing.
399341	Molte persone non sanno che gli antibiotici sono inefficaci contro le malattie virali.	399369	Veel mensen weten niet dat antibiotica niet effectief zijn tegen virusziekten.
2448019	Stoccolma è la capitale della Svezia.	7463147	Stockholm is de hoofdstad van Zweden.
3423946	Ho chiuso gli occhi.	9075130	Ik deed mijn ogen dicht.
1540860	Dopo la domenica viene il lunedì.	904196	Na zondag komt maandag.
388495	Avete difficoltà a capire quello che dicono le donne o i bambini piccoli?	409622	Heeft u moeite te verstaan wat vrouwen of kleine kinderen tegen u zeggen?
5666102	Forse non c'è bisogno che tu le parli.	11870247	Misschien hoef je het haar niet te vertellen.
1267954	Non ho chiuso occhio la scorsa notte.	704963	Ik heb geen oog dichtgedaan voorbije nacht.
637216	Non la conosco.	706605	Ik ken haar niet.
4573265	Che effetto ti fa la luna piena?	4575374	Wat voor een invloed heeft de volle maan op jou?
2827645	Napoleone ha guidato le sue truppe in Russia.	439327	Napoleon leidde zijn troepen naar Rusland.
1101606	Gli attentati non hanno mai cambiato la storia mondiale.	773759	Aanslagen hebben nooit de wereldgeschiedenis veranderd.
4472513	Tuo padre ti avrebbe dato tutto.	4472515	Jouw vader zou alles aan jou hebben gegeven.
3651842	Tutte le foglie sull'albero sono diventate gialle.	7770143	Alle bladeren aan de boom zijn geel geworden.
6276817	Non gli ho creduto.	11888232	Ik geloofde hem niet.
4057226	Il gatto ama il pesce ma non vuole bagnarsi le zampe.	822000	De kat heeft graag vis, maar maakt niet graag zijn poten nat.
411716	A che ora ti svegli di solito?	1076154	Hoe laat staat ge gewoonlijk op?
7806306	Il mio piatto spagnolo preferito è la paella.	9331887	Mijn Spaanse lievelingsgerecht is paella.
5690088	Perché la banana è curva?	8595319	Waarom is de banaan krom?
2685922	Ho la zuppa e il tuo conto.	2685926	Ik heb de soep en jouw afrekening.
977784	Il fiume che attraversa Parigi è la Senna.	884053	De rivier die door Parijs stroomt, is de Seine.
12634400	Non ho mai visto niente di simile.	12767904	Ik heb nooit iets dergelijks gezien.
12634401	Non capisco niente di quello che stai dicendo.	12767905	Ik begrijp niets van wat je zegt.
12634402	Non faccio mai nulla senza pensarci prima.	12767906	Ik doe nooit iets zonder er eerst over na te denken.
12634403	Non c'è niente che possa fermarci.	12767907	Er is niets dat ons kan stoppen.
12634404	Non voglio vedere mai più nessuno di loro.	12767908	Ik wil nooit meer iemand van hen zien.
12634405	Non ho mai detto niente di simile.	12767909	Ik heb nooit zoiets gezegd.
12634406	Non ci sarà nessuno al lavoro domani.	12767910	Er zal morgen niemand op het werk zijn.
12634407	Non ho mai avuto niente di così bello.	12767911	Ik heb nooit iets zo moois gehad.
12634408	Non possiamo più fare nulla per aiutarti.	12767912	We kunnen niets meer doen om je te helpen.
12634409	Non voglio sapere niente di questa storia.	12767913	Ik wil niets weten van dit verhaal.
12634410	Non siamo mai stati in nessun posto così tranquillo.	12767914	We zijn nooit op een rustigere plek geweest.
12634411	Non c'è nessuno che sappia fare questo lavoro.	12767915	Er is niemand die dit werk kan doen.
12634412	Non ho mai ricevuto niente da nessuno.	12767916	Ik heb nooit iets van iemand gekregen.
12634413	Non ho visto nessuno durante il tragitto.	12767917	Ik heb niemand gezien onderweg.
12634414	Non c'è mai stato niente di più difficile.	12767918	Er is nooit iets moeilijkers geweest.
12634415	Non ho mai conosciuto nessuno come te.	12767919	Ik heb nooit iemand zoals jij ontmoet.
12634416	Non mi interessa più sapere nulla su di loro.	12767920	Ik ben niet meer geïnteresseerd om iets over hen te weten.
12634417	Non c'è niente che mi possa far cambiare idea.	12767921	Er is niets dat mij van gedachten kan veranderen.
12634418	Non c'è niente di cui preoccuparsi.	12767922	Er is niets om je zorgen over te maken.
12634419	Ho comprato un panino al prosciutto.	12767923	Ik heb een broodje met ham gekocht.
12634420	Guarda quel gattino, è così carino!	12767924	Kijk naar dat katje, het is zo schattig!
12634421	Quel libretto è davvero interessante.	12767925	Dat boekje is echt interessant.
12634422	Ho visto un omone enorme al mercato.	12767926	Ik heb een enorme man op de markt gezien.
12634423	Questo cagnolino è adorabile.	12767927	Dit hondje is schattig.
12634424	Il vecchietto cammina lentamente.	12767928	Het oude mannetje loopt langzaam.
12634425	Questo vestitino è perfetto per l'estate.	12767929	Dit jurkje is perfect voor de zomer.
12634426	Hai visto il filmone al cinema?	12767930	Heb je de geweldige film in de bioscoop gezien?
12634427	Il porticino era aperto.	12767931	Het kleine deurtje stond open.
12634428	Quel ragazzaccio è sempre nei guai.	12767932	Die schoffie is altijd in de problemen.
12634429	Abbiamo preso un appartamentino carino.	12767933	We hebben een leuk klein appartementje genomen.
12634430	Quel giocattolino è rotto.	12767934	Dat speeltje is kapot.
12634431	Questo alberone è bellissimo in primavera.	12767935	Deze grote boom is prachtig in de lente.
12634432	Hai visto quella macchinina rossa?	12767936	Heb je dat rode autootje gezien?
12634433	Il topolino correva nella stanza.	12767937	Het muisje rende door de kamer.
12634434	La ragazzina è molto intelligente.	12767938	Het meisje is erg intelligent.
12634435	Ha fatto un lavoraccio, ma è finito!	12767939	Hij heeft een rotklus gedaan, maar het is klaar!
12634436	Questo stanzino è troppo piccolo per noi.	12767940	Dit kamertje is te klein voor ons.
12634437	Quel negozietto ha cose interessanti.	12767941	Dat winkeltje heeft interessante dingen.
12634438	Il gattone dorme sul divano tutto il giorno.	12767942	De grote kat slaapt de hele dag op de bank.
12634439	Quel fiumicello è davvero pittoresco.	12767943	Dat beekje is echt schilderachtig.
12634440	Il bambinello dorme nella culla.	12767944	Het babytje slaapt in de wieg.
12634441	Hai visto quel casone sulla collina?	12767945	Heb je dat grote huis op de heuvel gezien?
12634442	Questo dolcetto è delizioso.	12767946	Dit snoepje is heerlijk.
12634443	La donnina parla con tutti al mercato.	12767947	Het vrouwtje praat met iedereen op de markt.
12634444	Ho comprato un anellino d’oro.	12767948	Ik heb een gouden ringetje gekocht.
12634445	Quel ragazzino è davvero educato.	12767949	Dat jongetje is echt beleefd.
12634446	Hai preparato una zuppona per cena?	12767950	Heb je een grote soep voor het avondeten gemaakt?
12634447	Il boschetto vicino al lago è incantevole.	12767951	Het bosje naast het meer is betoverend.
12634448	Il ponticello è molto vecchio.	12767952	Het bruggetje is erg oud.
12634449	Quel librone pesa un sacco!	12767953	Dat grote boek weegt veel!
12634450	Questo occhialino è perfetto per leggere.	12767954	Deze kleine bril is perfect om te lezen.
12634451	La fontanella nel giardino è rotta.	12767955	Het fonteintje in de tuin is kapot.
12634452	Hai visto quel paesino in montagna?	12767956	Heb je dat kleine dorpje in de bergen gezien?
12634453	Ho trovato un pesciolino nel fiume.	12767957	Ik heb een visje in de rivier gevonden.
12634454	Questo cappottino è adatto per l’inverno.	12767958	Deze jas is geschikt voor de winter.
12634455	La stanzona era piena di gente.	12767959	De grote kamer was vol met mensen.
12634456	Ho ricevuto un pacchettino da mia zia.	12767960	Ik heb een pakje van mijn tante ontvangen.
12634457	Quel fiorellino è così fragile.	12767961	Dat bloemetje is zo fragiel.
12634458	Il mare oggi è un po’ mosso, ma splendido.	12767962	De zee is vandaag een beetje ruw, maar prachtig.
12634459	Il mio fratellino è andato a scuola.	12767963	Mijn broertje is naar school gegaan.
12634460	Questo cavallino è molto veloce.	12767964	Dit paardje is erg snel.
12634461	Ho visto un uccellino sul ramo.	12767965	Ik heb een vogeltje op de tak gezien.
12634462	La finestrella era aperta.	12767966	Het kleine raampje stond open.
12634463	Abbiamo giocato in un campetto di calcio.	12767967	We hebben op een klein voetbalveldje gespeeld.
12634464	Hai preparato una tortona per la festa?	12767968	Heb je een grote taart voor het feest gemaakt?
12634465	Il poverino è caduto dalla bicicletta.	12767969	Het arme mannetje is van de fiets gevallen.
12634466	Quel ragazzino ha un cuore gentile.	12767970	Dat jongetje heeft een vriendelijk hart.
12634467	Il caminetto scoppiettava nella stanza.	12767971	De open haard knetterde in de kamer.
12634468	Questo fiorellone cresce molto velocemente.	12767972	Deze grote bloem groeit erg snel.
12634469	Ho trovato un sassolino sulla spiaggia.	12767973	Ik heb een steentje op het strand gevonden.
12634470	Il trenino è pronto per partire.	12767974	Het treintje staat klaar om te vertrekken.
12634471	Questo cucchiaio è troppo piccolo, sembra un cucchiaino.	12767975	Deze lepel is te klein, het lijkt een lepeltje.
12634472	Quel disegnino sul muro è molto carino.	12767976	Die tekening op de muur is erg schattig.
12634473	Ho visto un cagnone al parco.	12767977	Ik heb een grote hond in het park gezien.
12634474	Il soldatino è caduto sul pavimento.	12767978	Het soldaatje is op de vloer gevallen.
12634475	Quel cavallone al galoppo era bellissimo.	12767979	Dat grote paard in galop was prachtig.
12634476	Hai visto il palloncino che vola?	12767980	Heb je de ballon zien vliegen?
12634477	La casetta nel bosco sembra magica.	12767981	Het huisje in het bos lijkt magisch.
12634478	Il maialino gioca nel fango.	12767982	Het varkentje speelt in de modder.
12634479	Il mio cuginetto ama i giocattoli.	12767983	Mijn neefje houdt van speelgoed.
12634480	Abbiamo trovato un posticino tranquillo.	12767984	We hebben een rustig plekje gevonden.
12634481	Quel bambinone mangia tanto!	12767985	Dat grote jongetje eet veel!
12634482	Ho preparato un caffettino per te.	12767986	Ik heb een klein kopje koffie voor je gemaakt.
12634483	La donnaccia è molto antipatica.	12767987	De vervelende vrouw is erg onaardig.
12634484	Questa camicetta ti sta benissimo.	12767988	Dit bloesje staat je geweldig.
12634485	Il pesciolone è saltato fuori dall’acqua.	12767989	De grote vis sprong uit het water.
12634486	Il viottolo porta al villaggio.	12767990	Het smalle paadje leidt naar het dorp.
12634487	Quel pasticcino è irresistibile.	12767991	Dat gebakje is onweerstaanbaar.
12634488	Abbiamo visto un orsetto nello zoo.	12767992	We hebben een beertje in de dierentuin gezien.
12634489	Questo maglione è molto caldo.	12767993	Deze grote trui is erg warm.
12634490	Il topolone ha rubato del formaggio.	12767994	De grote muis heeft kaas gestolen.
12634491	Hai trovato quel cappellino che cercavi?	12767995	Heb je dat hoedje gevonden dat je zocht?
12634492	Quella scatoletta contiene biscotti.	12767996	Dat kleine doosje bevat koekjes.
12634493	Il fiumone è in piena dopo le piogge.	12767997	De grote rivier is vol na de regen.
12634494	Ho dipinto un quadretto per la cucina.	12767998	Ik heb een schilderijtje voor de keuken gemaakt.
12634495	Quel porcello è davvero sporco.	12767999	Dat varkentje is echt vies.
12634496	Abbiamo preso una birretta insieme.	12768000	We hebben samen een biertje gedronken.
12634497	Questa letterina è per Babbo Natale.	12768001	Deze briefje is voor de Kerstman.
12634498	La donnina anziana cammina nel parco.	12768002	Het oude vrouwtje loopt in het park.
12634499	Il mio micino dorme sulla poltrona.	12768003	Mijn poesje slaapt op de stoel.
12634500	Abbiamo trovato una casettina vicino al lago.	12768004	We hebben een klein huisje bij het meer gevonden.
12634501	Quel libraccio è pieno di errori.	12768005	Dat slechte boek staat vol fouten.
12634502	Ho comprato un motorino usato.	12768006	Ik heb een tweedehands brommertje gekocht.
12634503	Il mare oggi è come uno specchietto.	12768007	De zee is vandaag zo glad als een spiegeltje.
12634504	Quel canarino canta tutto il giorno.	12768008	Die kanarie zingt de hele dag.
12634505	Ho fatto un regalino per il tuo compleanno.	12768009	Ik heb een cadeautje voor je verjaardag gemaakt.
12634506	Abbiamo attraversato un ponticello di legno.	12768010	We zijn een houten bruggetje overgestoken.
12634507	Quel cannone faceva un rumore fortissimo.	12768011	Dat grote kanon maakte een heel hard geluid.
12634508	Il mio nonnino racconta sempre storie interessanti.	12768012	Mijn opa vertelt altijd interessante verhalen.
12634509	Ho visto un topolino correre sotto il tavolo.	12768013	Ik zag een muisje onder de tafel rennen.
12634510	Questo zuccherino è per te.	12768014	Dit suikerklontje is voor jou.
12634511	Quel tavolone è difficile da spostare.	12768015	Die grote tafel is moeilijk te verplaatsen.
12634512	La borsetta è nuova e molto elegante.	12768016	Het tasje is nieuw en erg elegant.
12634513	Ho preparato un panettone per Natale.	12768017	Ik heb een kerstcake gemaakt.
12634514	Il ragazzone gioca nella squadra locale.	12768018	De grote jongen speelt in het lokale team.
12634515	Questo alberello è stato piantato ieri.	12768019	Dit boompje is gisteren geplant.
12634516	Abbiamo trovato un angolino tranquillo per parlare.	12768020	We hebben een rustig hoekje gevonden om te praten.
12634517	Quel bicchierino è troppo piccolo per il vino.	12768021	Dat glaasje is te klein voor de wijn.
12634518	Il pappagallino impara a parlare.	12768022	Het papegaaitje leert praten.
12634519	Quel bambinello è molto curioso.	12768023	Dat kleine jongetje is erg nieuwsgierig.
12634520	Abbiamo preso una stanzetta per il weekend.	12768024	We hebben een kamertje voor het weekend genomen.
12634521	La fontanella del parco non funziona.	12768025	Het fonteintje in het park werkt niet.
12634522	Questo cestino è pieno di frutta.	12768026	Dit mandje zit vol fruit.
12634523	Ho letto un articoletto interessante.	12768027	Ik heb een interessant artikeltje gelezen.
12634524	Il monticello è coperto di neve.	12768028	Het heuveltje is bedekt met sneeuw.
12634525	Quel capannone è usato come magazzino.	12768029	Die grote loods wordt als magazijn gebruikt.
12634526	Ho trovato un sassolino bianco sulla strada.	12768030	Ik heb een wit steentje op de weg gevonden.
12634527	Il pesciolino nuota felice nell’acquario.	12768031	Het visje zwemt vrolijk in het aquarium.
12634528	Quel fiorellino è così delicato.	12767961	Dat bloemetje is zo fragiel.
12634529	La vecchietta racconta storie del passato.	12768032	Het oude vrouwtje vertelt verhalen uit het verleden.
12634530	Quel giornalino è per bambini.	12768033	Dat krantje is voor kinderen.
12634531	Il lettino è perfetto per il bambino.	12768034	Het bedje is perfect voor de baby.
3254660	Mi piace il pane.	5460243	Ik hou van brood.
2166592	Carol ha visitato Boston il mese scorso.	685831	Carol heeft vorige maand Boston bezocht.
3108197	Mio nonno era un mugnaio.	9934480	Mijn grootvader was molenaar.
1529254	Mio padre lavora qui.	445008	Hier werkt mijn vader.
509773	Sì.	820236	Ja.
757545	Abbott ha ucciso Mary.	840006	Abbott heeft Mary gedood.
3413766	Puoi farmi una foto?	7496514	Kan je een foto van mij maken?
5525332	La avete trovata.	3341437	Je hebt het gevonden.
425876	Quel cappello ti sta bene.	3215340	Deze hoed staat je goed.
766306	Almaty è la mia città preferita!	699717	Alma-Ata is mijn lievelingsstad!
1307061	Oggi Maria è triste.	708599	Vandaag is Maria treurig.
1005803	Giusto. Allora avevi tre mesi.	5806469	Klopt. Je was toen drie maanden oud.
6152818	Non possiamo semplicemente licenziarlo.	12301025	We kunnen hem niet zomaar ontslaan.
378817	Sì, fa male.	8572871	Ja, het doet zeer.
403028	Ho una macchina giapponese.	8487041	Ik heb een Japanse auto.
2215810	Tom parlerà.	9332495	Tom zal spreken.
12125743	Nostro nonno ha novant'anni.	12125757	Onze grootvader is negentig jaar oud.
4693405	Non era molto romantico.	8572444	Dat was niet erg romantisch.
3089731	Che paese!	8775752	Wat een land!
12251232	Dove sono i miei amici?	12575288	Waar zijn mijn vrienden?
621722	Lunedì, martedì, mercoledì, giovedì, venerdì, sabato, domenica sono i sette giorni della settimana.	4834433	Maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag en zondag zijn de zeven dagen van de week.
351011	Pianse di gioia quando seppe che suo figlio era sopravvissuto all'incidente aereo.	409669	Ze huilde van blijdschap toen ze hoorde dat haar zoon de vliegtuigcrash had overleefd.
1198620	Gli sparo.	380088	Ik ga hem neerschieten.
3222454	Tom è allergico alle api, ai calabroni e alle vespe.	7645167	Tom is allergisch voor bijen, hoornaars en wespen.
3761993	Loro stavano nuotando.	8580613	Ze waren aan het zwemmen.
375243	Entrambe le storie sono vere.	846618	Beide verhalen zijn waar.
3859538	"Pioverà? ""Spero di no."""	5912989	"Zal het regenen? ""Ik hoop van niet."""
11889157	La grammatica è molto importante.	11885924	Grammatica is erg belangrijk.
8382077	Perché odia i cani così tanto?	7468460	Waarom heeft ze zo'n een hekel aan honden?
1005803	Giusto. Allora avevi tre mesi.	8099171	Juist. Dus je had drie maanden.
6545043	Una barca si capovolse.	9752694	Een boot kapseisde.
1706763	Le donne condividono tutto.	9259885	Vrouwen delen alles.
4444	Quanti anni hai?	4401933	Hoe oud ben je?
3586178	Non voglio svegliare Tom.	2519912	Ik wil Tom niet wakker maken.
830187	L'alfabeto inglese ha 26 lettere.	11661712	Het Engelse alfabet heeft 26 letters.
4897288	I ragni non sono insetti ma aracnidi.	7536334	Spinnen zijn geen insecten maar spinachtigen.
6803978	La conferenza si concluse con successo.	11532246	De conferentie werd met succes afgesloten.
11917300	I gatti odiano i cani.	11916613	Katten haten honden.
2799236	Il rumeno è l'unica lingua neolatina in cui l'articolo determinativo è posposto al sostantivo.	3255287	Het Roemeens in de enige Romaanse taal waar het bepaald lidwoord aan het einde van het zelfstandig naamwoord hangt.
383886	La tua squadra è più forte della nostra.	3627194	Jouw team is sterker dan het onze.
2262618	Tom ha dei problemi nell'aprire le bottiglie.	9068471	Tom heeft problemen met het openen van flessen.
3292147	Tom l'ha già fatto.	4979640	Tom heeft dat al gedaan.
1544081	Questa è mia sorella. Si chiama Julia.	7462737	Dit is mijn zus. Ze heet Julia.
8085750	Dice che vuole perdere peso.	11061064	Ze zegt dat ze wil afvallen.
6895265	Il lunedì vado spesso a trovare Tom.	12174278	Ik bezoek Tom vaak op maandag.
7590499	Mio padre è il più alto di tutti noi.	8450736	Mijn vader is de langste van ons allemaal.
3532965	Sei solo un bambino.	3600662	Je bent maar een kind.
7254285	Lo so, lo so.	7263270	Ik weet het, ik weet het.
753283	La Germania è un paese freddo.	3704749	Duitsland is een koud land.
7799634	Domani è il cinque aprile.	9285698	Morgen is het vijf april.
4547	Aspetto da ore.	5978	Ik wacht al uren lang.
1996849	Tom è morto.	7900652	Tom is dood.
1837348	Il mio nome è Hisashi.	7344389	Mijn naam is Hisashi.
860571	Qual è la capitale di Haiti?	1607971	Wat is de hoofdstad van Haïti?
4992852	Tom vuole essere un avvocato.	9851112	Tom wil advocaat worden.
1482371	La sua risposta era logica.	2178073	Zijn antwoord was logisch.
1677878	Ti ho odiato, ti odio e ti odierò.	9979355	Ik haatte je, ik haat je en ik zal je haten.
5417963	Tom era qui tutto il giorno.	8541700	Tom was hier de hele dag.
633050	L'aereo volava verso est.	7036758	Het vliegtuig vloog naar het oosten.
5277007	Il mio bagaglio è nel bagagliaio.	11509698	Mijn bagage ligt in de kofferbak.
6806456	Gli astronomi hanno scoperto una galassia dove non c'è quasi materia oscura.	9668847	Astronomen hebben een sterrenstelsel ontdekt met bijna geen donkere materie.
335153	Io insegno.	7575255	Ik geef les.
1033886	Il mio ciclo mestruale è approssimativamente di 4 settimane.	3124578	Mijn menstruatiecyclus duurt ongeveer vier weken.
