it_id	italian	nl_id	dutch
1535323	Non c'è niente da temere.	12130640	Er valt niets te vrezen.
3479336	Se non sei in grado di ridere di quello che fai, allora è meglio che non lo fai.	7934647	Als je niet kunt lachen om wat je doet, dan kun je het beter niet doen.
4737499	Lo straniero non sapeva per niente il giapponese.	1521811	De buitenlander kende helemaal geen Japans.
1113261	Tom non capisce per niente il francese.	4350127	Tom begrijpt helemaal niets van Frans.
1237473	A parte le carote, non c'è nulla che non mangi.	2226280	Behalve wortelen is er niets dat hij niet eet.
2728982	Noi abbiamo guardato il cielo, ma non abbiamo visto nessuna stella.	4219890	We keken naar de hemel maar konden geen sterren zien.
1758348	Non sembra per niente buono.	3236176	Dat ziet er helemaal niet goed uit.
5953693	Se non hai niente da dire, non parlare.	8210865	Als je niets te zeggen hebt, zeg dan niets.
3544527	"Non mentire non significa necessariamente ""di' la verità""."	11853712	"Lieg niet betekent niet noodzakelijk ""zeg de waarheid""."
1824340	Felice compleanno, signorina Aiba!	7867869	Hartelijk gefeliciteerd met uw verjaardag, juffrouw Aiba!
1280442	Lei ha perso la sua borsetta.	3372138	Ze heeft haar handtas verloren.
1280443	Perse la sua borsetta.	3372138	Ze heeft haar handtas verloren.
409649	Quanto è la popolazione di questa cittadina?	9164175	Hoeveel inwoners heeft deze stad?
1280445	Lei perse la sua borsetta.	3372138	Ze heeft haar handtas verloren.
1280441	Ha perso la sua borsetta.	3372138	Ze heeft haar handtas verloren.
1824339	Buon compleanno, signorina Aiba!	7867869	Hartelijk gefeliciteerd met uw verjaardag, juffrouw Aiba!
3540719	Il ragazzino è allo zoo.	4493319	Het jongetje is in de dierentuin.
6569577	Tom vuole un modellino di treno per Natale.	9502715	Tom wil een modeltrein voor kerst.
7755165	Tom mangiò un altro orsetto gommoso.	7753471	Tom at nog een gummibeer.
5923039	La signorina Smith insegna inglese in questa scuola.	8425173	Mevrouw Smith geeft Engels op deze school.
1160411	Quel laghetto è profondo tre metri.	1011256	Deze vijver is drie meter diep.
6703034	Tom è ancora un ragazzino.	6275152	Tom is nog een kind.
6871496	Lui può prendere il mio motorino per qualche giorno.	11477039	Hij mag een paar dagen mijn brommer lenen.
1741365	Il cane attaccò il ragazzino.	664797	De hond viel het jongetje aan.
2858196	A me manca la mia sorellina.	3353113	Ik mis mijn kleine zus.
6569577	Tom vuole un modellino di treno per Natale.	9502712	Tom wil een modeltrein voor Kerstmis.
5020082	Dov'è il mio orsetto?	9778843	Waar is mijn beertje?
384897	È molto carina.	377908	Ze is erg knap.
3361717	Dov'è la macchina?	12173901	Waar is de auto?
3322079	Voi lo conoscete Tom?	7901040	Kennen jullie Tom?
6822626	Io mi sento febbricitante.	9554431	Ik voel me koortsig.
1300771	Solitamente mi alzo alle sei.	462201	Ik sta gewoonlijk op om 6 uur.
7419001	Mio fratello lo utilizza.	7499869	Mijn broer gebruikt het.
4729050	Lei preferisce le arance rosse.	4729196	Ze verkiest bloedappelsienen.
3801698	Tu sei la fidanzata di Tom?	7555257	Ben jij Toms vriendin?
7874163	Tom ti ha detto che cosa comprare?	11086888	Heeft Tom je gezegd wat je moet kopen?
2676683	Prima le donne e i bambini!	2330617	Vrouwen en kinderen eerst!
1307802	Qual è la mia?	8982873	Welke is de mijne?
4586790	Io ho visto la casa di Marcus.	8969625	Ik heb Marcus' huis gezien.
1494511	Finalmente ho la mia propria auto.	8272273	Ik heb eindelijk mijn eigen auto.
4989987	Io conosco tutte le mie vicine.	4979697	Ik ken al mijn buren.
3110092	È la nostra casa.	6622929	Dat is ons huis.
5570580	Sono delusa che la mia amica non sia qui.	8316744	Ik ben teleurgesteld dat mijn vriendin hier niet is.
3678135	Vuole conoscere la verità.	9033968	Hij wil de waarheid weten.
3655348	Loro stanno lottando per la libertà.	1479962	Ze vechten voor vrijheid.
2415637	La tecnologia dei razzi è migliorata durante la Seconda Guerra Mondiale.	9779836	De rakettechnologie verbeterde tijdens de Tweede Wereldoorlog.
3956306	Questo audiolibro vale la pena di essere ascoltato.	8457852	Het loont de moeite dat audioboek te beluisteren.
6559673	Io amo le lingue turciche.	9444831	Ik hou van Turkse talen.
5224843	I bambini amano le torte.	4270608	Kinderen houden veel van koeken.
836321	Si è sposata con Tom lo scorso mese.	3643010	De vorige maand is ze met Tom gehuwd.
2516874	Solamente mia madre mi capisce veramente.	822020	Alleen mijn moeder begrijpt me echt.
1659491	Penso che la storia sia vera.	1478280	Ik denk dat het verhaal waar is.
2565212	Conosco la vedova di Tom.	6875820	Ik ken de weduwe van Tom.
4488838	Io voglio che Tom conosca la verità.	9424011	Ik wil dat Tom de waarheid weet.
1253986	Tom negò la voce.	4221815	Tom ontkende het gerucht.
1718968	Posso toccarmi facilmente le dita dei piedi.	459908	Ik kan makkelijk mijn tenen aanraken.
6443802	Mary è la tua ragazza?	7555223	Is Maria jouw vriendin?
4484716	Detesto la politica.	1400354	Ik haat politiek.
2998244	Tom ha rotto apposta la finestra.	3706494	Tom heeft het venster opzettelijk gebroken.
2773751	Sono arrivata a Kobe verso le due e mezza.	8496098	Ik ben rond half drie in Kobe aangekomen.
1246365	Ha curato la mia malattia.	8657438	Hij genas mijn ziekte.
375462	Non mi piace l'estate.	535290	Ik houd niet van de zomer.
1281042	Non guardare la TV.	821133	Kijk geen televisie.
2001858	Io non ti ho mai vista.	7949412	Ik heb je nooit gezien.
7530476	Si ruppe la caviglia.	9593065	Hij brak zijn enkel.
2215167	Però noi lo chiamiamo Tony a casa.	9715017	Maar thuis noemen we hem Tony.
4118938	Voi come lo sapete?	9677031	Hoe weten jullie dat?
3163835	Era seduto in biblioteca quando lo vidi.	4270606	Toen ik hem zag, zat hij in de bibliotheek.
1461867	È la mia vita.	9038218	Het is mijn leven!
4564541	Io preferisco la fantascienza.	1622415	Sciencefiction bevalt me meer.
1645723	Qualcuno mi ha rubato tutti i soldi.	4936066	Iemand heeft al mijn geld gestolen.
7874129	Tu ti senti al sicuro in Australia?	8584404	Voel je je veilig in Australië?
2459067	Io lo conosco da più di dieci anni.	4089669	Ik ken hem al meer dan tien jaar.
3157173	Non mi fido dei politici.	8442981	Ik vertrouw politici niet.
3229772	Lui non mi ama più.	8132550	Hij houdt niet meer van me.
4982633	Io amo la poesia.	7428231	Ik hou van poëzie.
1876918	Sono le tre e mezza.	3626838	Het is half vier.
4843992	Perché ci sono delle stelle in cielo?	3600473	Waarom zijn er sterren aan de hemel?
6860931	Quelle sono le macchine dei nostri insegnanti.	12743433	Dat zijn de auto's van onze leraren.
4524620	Hai pitturato le pareti.	3611852	Je hebt de muren geverfd.
5073153	Lei mi porta le notizie.	7934839	Ze brengt me het nieuws.
4890948	Non mi fido più di nessuno.	4926881	Ik vertrouw niemand meer.
623184	Amo le lasagne.	378783	Ik hou van lasagne.
3140674	La temperatura è scesa sotto lo zero stamattina.	3657499	Deze morgen is de temperatuur onder nul gezakt.
4649447	Lei ha perso le sue chiavi della macchina.	3218732	Ze is de autosleutels verloren.
4465189	Vedo la corona.	4249534	Ik zie de kroon.
3381713	Lei ha gli occhi blu.	473335	Ze heeft blauwe ogen.
7074651	Libera gli schiavi!	7800808	Bevrijd de slaven!
928771	Dove andremo dopo la morte?	4653254	Waar gaan we heen na de dood?
1515951	Era ora che lo facesse!	4548965	Het was hoog tijd dat hij dat deed!
962035	In realtà la zuppa era troppo salata.	3661741	In werkelijkheid was de soep te zout.
633790	Ha girato la chiave.	4599691	Hij draaide de sleutel om.
4885998	È la calma prima della tempesta.	3689760	Dat is de stilte voor de storm.
607767	La Bibbia ci dice di amare i nostri vicini e anche di amare i nostri nemici; probabilmente perché generalmente sono le stesse persone.	422331	De Bijbel draagt ons op om onze naasten én onze vijanden lief te hebben; waarschijnlijk omdat dat in het algemeen dezelfde personen zijn.
791102	In ogni caso, non mi piace.	1866526	Hoe dan ook, dit bevalt me niet.
3385616	In inverno, le foglie secche svolazzano per aria.	2244313	In de winter vliegen de droge bladeren in de lucht rond.
6217125	"Domani mattina faremo le prove per lo ""Schiaccianoci"", e la sera balleremo ""Il lago dei cigni""."	11001851	Morgen vroeg gaan we de „Notenkraker” herhalen en 's avonds dansen we „Het Zwanenmeer”.
381924	E nessuno ti ha aiutato?	448607	En niemand heeft je geholpen?
4266458	Cosa ti motiva?	9259752	Wat motiveert je?
1200979	Le sue idee non gli hanno mai reso una lira.	473329	Zijn ideeën hebben hem nooit een cent opgebracht.
702851	Non voglio più sentire le tue lamentele.	4275717	Ik wil je gejammer niet meer horen.
3544256	Questa è la vostra camera da letto.	8622890	Dit is jullie slaapkamer.
2615566	Nel mezzo del cammin di nostra vita mi ritrovai per una selva oscura, ché la diritta via era smarrita.	11023495	In het midden van ons levenspad gekomen, kwam ik tot bezinning in een donker bos, want ik had niet de rechte weg genomen.
2519285	Lui studia la storia americana.	848907	Hij studeert Amerikaanse geschiedenis.
1267954	Non ho chiuso occhio la scorsa notte.	7963720	Ik heb vannacht geen oog dichtgedaan.
10694359	Mary ha le ciglia lunghe.	5340400	Maria heeft lange wimpers.
388030	L'inferno sono gli altri.	827146	De hel, dat zijn de anderen.
3787018	La luna si trova dietro le nuvole.	4169926	De maan zit achter de wolken.
506018	Dov'è la banca?	1046394	Waar is de bank?
416612	Cosa devo fare ora che mi sono registrato?	416915	Wat moet ik doen, nu ik me aangemeld heb?
2131106	A me piace la vostra città.	2131102	Ik hou van uw stad.
4711086	Hanno passato la notte insieme.	4713413	Ze brachten de nacht samen door.
2802603	Atene è la capitale della Grecia.	7463161	Athene is de hoofdstad van Griekenland.
1518493	Se Dio lo vuole...	7693829	Als God het wil...
698677	Questo romanzo mi annoia.	4927312	Deze roman verveelt me.
6328810	Qual è la password del Wi-Fi?	7459547	Wat is het wifi-wachtwoord?
700514	Pensi sia lui il tizio che ha rotto la finestra?	822053	Denk je dat hij de vent is die het raam heeft gebroken?
1345904	Che tipo di sport ti piace?	2805924	Welk type sport vind je leuk?
685728	Ho perso l'orologio che mi ha regalato mio padre.	3655549	Ik heb het horloge verloren dat mijn vader mij gegeven heeft.
7806306	Il mio piatto spagnolo preferito è la paella.	9331887	Mijn Spaanse lievelingsgerecht is paella.
716062	Ci sono persone a cui non piacciono gli spinaci.	7975665	Er zijn mensen die niet van spinazie houden.
11640737	Aiuta te stesso e Dio ti aiuterà.	8933042	Help jezelf en God zal je helpen.
1857339	Andiamo a comprare le fragole.	12065881	Laten we aardbeien gaan halen.
6216952	L'ho aiutato a pulire la vasca da bagno.	11550733	Ik hielp hem het bad schoon te maken.
3035930	La Sicilia e la Sardegna sono isole italiane.	7906735	Sicilië en Sardinië zijn Italiaanse eilanden.
2219535	Quando la neve si scioglie, diventa acqua.	11158387	Wanneer de sneeuw smelt, wordt het water.
4643901	A novembre si raccolgono le olive dagli alberi per produrre olio.	4644456	In november oogst men de olijven van de bomen om er olie van te maken.
7903133	Ha detto che lo farà presto.	9758623	Hij zei dat hij dat straks zal doen.
4981374	Funzionerà la prossima volta.	4740059	Het zal volgende keer werken.
2706885	Io mi chiamo Roberto.	8934311	Mijn naam is Roberto.
3758640	Queste sono le regole.	7814639	Dit zijn de regels.
2950460	Pensi che potresti farcela per le 9:30?	12527345	Denk je dat je het haalt tegen 9:30?
383006	Non lo conosciamo.	1132413	We kennen hem niet.
2687937	Non ti è piaciuta la colazione oggi?	2687945	Vond je het ontbijt vandaag niet lekker?
392585	Prima i giovani mi chiedevano di disegnargli una pecora, ora vogliono che gli insegni a fare un commit. I tempi cambiano.	392637	Vroeger vroegen de kleintjes me een schaap voor ze te tekenen, nu willen ze dat ik ze leer hoe je een commit doet. Tijden veranderen.
4938449	Mi piace il vino, la poesia e una certa ironia.	4943537	Ik hou van wijn, poëzie, en een beetje ironie.
2551413	Noi non ci conosciamo neanche.	11568334	We kennen elkaar niet eens.
481642	Conoscerete la verità, un giorno.	679018	Eens zult ge de waarheid te weten komen.
3122647	Napoli è la città più grande nell'Italia meridionale.	11561911	Napels is de grootste stad in het zuiden van Italië.
2677883	Ciò che loro mi hanno detto non è vero.	2677887	Wat ze tegen mij hebben gezegd is niet waar.
836562	Gli piacciono le arance.	861699	Hij houdt van appelsienen.
2862883	Bisogna scegliere bene le parole chiave.	4511224	Je moet de trefwoorden precies kiezen.
11656754	Sono le due.	3550549	Het is twee uur.
836216	Voglio visitare la Corea.	1532537	Ik wil Korea bezoeken.
11640732	Aiuta te stesso e Dio ti aiuterà!	11640723	Help jezelf en God zal je helpen!
2228646	Tom teme che la polizia voglia arrestarlo.	3248558	Tom vreest dat de politie hem wil aanhouden.
8251101	Tom ha paura di dire la verità.	11554729	Tom is bang om de waarheid te vertellen.
4740868	Il bingo è qualcosa a cui giocano le nonne.	4299253	Bingo is iets voor oma's.
12748725	Non ho visto nessuno al parco.	12748879	Ik heb niemand in het park gezien.
12748726	Non c'è niente di cui preoccuparsi.	12748880	Er is niets waarover je je zorgen hoeft te maken.
12748727	Non ho nessun dubbio sulla sua innocenza.	12748881	Ik heb geen twijfel over zijn onschuld.
12748728	Non voglio nessun regalo per il mio compleanno.	12748882	Ik wil geen cadeau voor mijn verjaardag.
12748729	Non ho incontrato nessuna persona interessante alla festa.	12748883	Ik heb geen interessante mensen op het feest ontmoet.
12748730	Non è vero che non hai studiato.	12748884	Het klopt niet dat je niet hebt gestudeerd.
12748731	Non posso dire di non essere felice.	12748885	Ik kan niet zeggen dat ik niet gelukkig ben.
12748732	Non è che non mi piaccia il cioccolato, ma non ne voglio ora.	12748886	Het is niet zo dat ik chocolade niet leuk vind, maar ik wil het nu niet.
12748733	Non è possibile che non sia qui.	12748887	Het is niet mogelijk dat hij hier niet is.
12748734	Non ho mai incontrato nessuno come te.	12748888	Ik heb nog nooit iemand zoals jou ontmoet.
12748735	Non è vero che non puoi farcela.	12748889	Het klopt niet dat je het niet kunt redden.
12748736	Non c'è nulla di più bello di un tramonto sul mare.	12748890	Er is niets mooier dan een zonsondergang boven de zee.
12748737	Non è che non voglia aiutarti, ma ho le mani legate.	12748891	Het is niet zo dat ik je niet wil helpen, maar ik heb mijn handen gebonden.
12748738	Non ho ricevuto nessuna chiamata da parte sua.	12748892	Ik heb geen telefoontje van hem ontvangen.
12748739	Non è possibile che non abbia capito.	12748893	Het is niet mogelijk dat hij het niet heeft begrepen.
12748725	Non ho visto nessuno al parco.	12748879	Ik heb niemand in het park gezien.
12748726	Non c'è niente di cui preoccuparsi.	12748894	Er is niets om je zorgen over te maken.
12748740	Non voglio nessun altro dolce.	12748895	Ik wil geen ander dessert.
12748741	Non ho nessun interesse in quel libro.	12748896	Ik heb geen interesse in dat boek.
12748742	Ho un gattino.	12748897	Ik heb een katje.
12748743	La casa è piccolina.	12748898	Het huis is klein.
12748744	Ho comprato una bottiglietta d'acqua.	12748899	Ik heb een klein flesje water gekocht.
12748745	Quel cane è un cagnolino adorabile.	12748900	Die hond is een schattig hondje.
12748746	La torta è deliziosa, ma ne ho mangiata solo una fettina.	12748901	De taart is heerlijk, maar ik heb alleen een klein stukje gegeten.
12748747	Il mio amico ha un nuovo lavoretto.	12748902	Mijn vriend heeft een nieuwe deeltijdbaan.
12748748	La pioggia è leggera, quasi una pioggerellina.	12748903	De regen is zacht, bijna een motregen.
12748749	La mia nuova casa è un po' più grandina della precedente.	12748904	Mijn nieuwe huis is iets groter dan het vorige.
12748750	La mia auto ha un bel motorino.	12748905	Mijn auto heeft een mooie, krachtige motor.
12748751	La torta è enorme, una tortona!	12748906	De taart is enorm, een gigantische taart!
12748752	Il bambino ha una vocina dolce.	12748907	Het kind heeft een zoete, zachte stem.
12748753	La mia sorella ha un nuovo fidanzatino.	12748908	Mijn zus heeft een nieuwe vriendje.
12748754	La mia bici è una biciclettina da città.	12748909	Mijn fiets is een kleine stadsfiets.
12748755	Quel uomo è un gigante, un omone!	12748910	Die man is een reus, een grote kerel!
12748756	Ho una nuova tazza, una tazzina da espresso.	12748911	Ik heb een nieuwe mok, een klein espressokopje.
12748757	La mia città è una piccola perla, una cittadina incantevole.	12748912	Mijn stad is een klein pareltje, een charmante kleine stad.
12748758	Ho incontrato una vecchietta molto saggia.	12748913	Ik heb een oude, wijze vrouw ontmoet.
12748759	Il mio amico ha comprato un cagnolino, un vero batuffolo di pelo.	12748914	Mijn vriend heeft een hondje gekocht, een echte pluizige bol.
12748760	La torta è deliziosa, una vera tortina da favola.	12748915	De taart is heerlijk, een echt sprookjesachtig taartje.
12748761	La pioggia ha creato un laghetto nel cortile.	12748916	De regen heeft een klein meer in de tuin gecreëerd.
12748762	La mia nuova borsa è una borsetta elegante.	12748917	Mijn nieuwe tas is een elegante handtas.
12748763	Il bambino ha costruito un castellino di sabbia.	12748918	Het kind heeft een klein zandkasteel gebouwd.
12748764	La torta è enorme, una tortona da record!	12748919	De taart is gigantisch, een recordbrekende taart!
12748765	Il mio giardino è un piccolo paradiso, un giardinetto fiorito.	12748920	Mijn tuin is een klein paradijs, een bloeiend tuintje.
12748766	La mia mamma prepara deliziosi biscottini.	12748921	Mijn moeder bakt heerlijke koekjes.
12748767	La nebbia è fitta, quasi una nebbiona.	12748922	De mist is dicht, bijna een dichte nevel.
12748768	Il mio gatto ha un musetto carino.	12748923	Mijn kat heeft een schattig snoetje.
12748769	Ho incontrato una gentile signorina.	12748924	Ik heb een vriendelijke jonge dame ontmoet.
12748770	Il mio amico ha una nuova macchinina.	12748925	Mijn vriend heeft een nieuwe kleine auto.
12748771	Ho una piccola ferita, una feritina superficiale.	12748926	Ik heb een klein wondje, een oppervlakkige snee.
12748742	Ho un gattino.	12748897	Ik heb een katje.
12748744	Ho comprato una bottiglietta d'acqua.	12748899	Ik heb een klein flesje water gekocht.
12748772	La mia macchina è una macchinina sportiva.	12748927	Mijn auto is een klein sportief autootje.
12748773	La nonna prepara dei biscottini deliziosi.	12748928	Oma maakt heerlijke koekjes.
12748774	Il cagnolino abbaia al postino.	12748929	Het hondje blaft naar de postbode.
12748775	Ho una sorellina.	12748930	Ik heb een zusje.
12748776	Il mio amico ha comprato una casetta al mare.	12748931	Mijn vriend heeft een klein huisje aan zee gekocht.
12748777	La ragazza è molto carina.	12748932	Het meisje is erg schattig.
12748778	Ho trovato una monetina per terra.	12748933	Ik vond een klein muntje op de grond.
12748779	La mia borsa è una borsetta elegante.	12748934	Mijn tas is een elegante handtas.
12748744	Ho comprato una bottiglietta d'acqua.	12748899	Ik heb een klein flesje water gekocht.
12748745	Quel cane è un cagnolino adorabile.	12748900	Die hond is een schattig hondje.
12748780	La torta è deliziosa, ne vorrei un'altra fettina.	12748935	De taart is heerlijk, ik zou graag nog een klein stukje hebben.
12748776	Il mio amico ha comprato una casetta al mare.	12748931	Mijn vriend heeft een klein huisje aan zee gekocht.
12748781	La nonna mi ha dato un dolcetto.	12748936	Oma gaf me een klein gebakje.
12748782	La ragazza ha un vestitino carino.	12748937	Het meisje draagt een schattig jurkje.
12748783	Ho trovato un soldino per terra.	12748933	Ik vond een klein muntje op de grond.
12748784	La mia borsa è una borsettina elegante.	12748938	Mijn tas is een elegante, kleine handtas.
12748763	Il bambino ha costruito un castellino di sabbia.	12748939	Het kind bouwde een klein zandkasteel.
12748785	La pioggia ha lasciato poche goccioline sul vetro.	12748940	De regen liet een paar kleine druppels op het raam achter.
12748786	Il cuoco ha preparato un delizioso tortino al cioccolato.	12748941	De kok bereidde een heerlijke, kleine chocoladetaart.
12748787	Il cane ha portato un bastoncino.	12748942	De hond bracht een klein stokje.
12748744	Ho comprato una bottiglietta d'acqua.	12748899	Ik heb een klein flesje water gekocht.
12748745	Quel cane è un cagnolino adorabile.	12748900	Die hond is een schattig hondje.
12748780	La torta è deliziosa, ne vorrei un'altra fettina.	12748935	De taart is heerlijk, ik zou graag nog een klein stukje hebben.
12748788	La mia nonna mi chiamava sempre 'bimbetto'.	12748943	Mijn oma noemde me altijd 'kleine jongen'.
12748748	La pioggia è leggera, quasi una pioggerellina.	12748903	De regen is zacht, bijna een motregen.
12748789	La mia amica ha un nuovo cucciolino.	12748944	Mijn vriendin heeft een nieuw puppytje.
12748784	La mia borsa è una borsettina elegante.	12748934	Mijn tas is een elegante handtas.
12748790	Il gatto fa le fusa come un trenino.	12748945	De kat snurkt als een treintje.
12748791	La mia stanza è un po' disordinatina.	12748946	Mijn kamer is een beetje rommelig.
12748792	Ho incontrato un vecchietto saggio.	12748947	Ik ontmoette een wijze oude man.
12748744	Ho comprato una bottiglietta d'acqua.	12748899	Ik heb een klein flesje water gekocht.
12748745	Quel cane è un cagnolino adorabile.	12748900	Die hond is een schattig hondje.
12748780	La torta è deliziosa, ne vorrei un'altra fettina.	12748935	De taart is heerlijk, ik zou graag nog een klein stukje hebben.
12748788	La mia nonna mi chiamava sempre 'bimbetto'.	12748943	Mijn oma noemde me altijd 'kleine jongen'.
12748793	Ho visto un uccellino sul ramo.	12748948	Ik zag een vogeltje op de tak.
12748784	La mia borsa è una borsettina elegante.	12748938	Mijn tas is een elegante, kleine handtas.
12748794	Quel film è un capolavorone.	12748949	Die film is een meesterwerk.
12748795	La mia amica ha un vestitino carino.	12748950	Mijn vriendin heeft een schattig jurkje.
12748796	Ho trovato un monetina per terra.	12748933	Ik vond een klein muntje op de grond.
12748744	Ho comprato una bottiglietta d'acqua.	12748899	Ik heb een klein flesje water gekocht.
12748745	Quel cane è un cagnolino adorabile.	12748900	Die hond is een schattig hondje.
12748780	La torta è deliziosa, ne vorrei un'altra fettina.	12748935	De taart is heerlijk, ik zou graag nog een klein stukje hebben.
12748776	Il mio amico ha comprato una casetta al mare.	12748931	Mijn vriend heeft een klein huisje aan zee gekocht.
12748797	La nonna ha preparato dei biscottini fatti in casa.	12748951	Oma heeft zelfgemaakte koekjes gebakken.
12748798	La ragazza ha un vestitino molto carino.	12748952	Het meisje draagt een heel schattig jurkje.
12748799	Il bambino ha costruito un castello di sabbietta.	12748918	Het kind heeft een klein zandkasteel gebouwd.
12748800	La pasticceria ha dei dolcetti deliziosi.	12748953	De bakkerij heeft heerlijke kleine gebakjes.
12748744	Ho comprato una bottiglietta d'acqua.	12748899	Ik heb een klein flesje water gekocht.
12748745	Quel cane è un cagnolino adorabile.	12748900	Die hond is een schattig hondje.
12748780	La torta è deliziosa, ne vorrei un'altra fettina.	12748935	De taart is heerlijk, ik zou graag nog een klein stukje hebben.
12748776	Il mio amico ha comprato una casetta al mare.	12748931	Mijn vriend heeft een klein huisje aan zee gekocht.
12748797	La nonna ha preparato dei biscottini fatti in casa.	12748951	Oma heeft zelfgemaakte koekjes gebakken.
12748798	La ragazza ha un vestitino molto carino.	12748952	Het meisje draagt een heel schattig jurkje.
12748763	Il bambino ha costruito un castellino di sabbia.	12748918	Het kind heeft een klein zandkasteel gebouwd.
12748784	La mia borsa è una borsettina elegante.	12748938	Mijn tas is een elegante, kleine handtas.
12748801	Il cuoco ha preparato un piattino speciale per il bambino.	12748954	De kok heeft een speciaal gerechtje voor het kind gemaakt.
12748802	Il mio gatto fa le fusa come un trenino.	12748955	Mijn kat snurkt als een treintje.
12748803	Il negozio è pieno di oggettini interessanti.	12748956	De winkel is vol met interessante kleine voorwerpen.
12748744	Ho comprato una bottiglietta d'acqua.	12748899	Ik heb een klein flesje water gekocht.
12748745	Quel cane è un cagnolino adorabile.	12748900	Die hond is een schattig hondje.
12748780	La torta è deliziosa, ne vorrei un'altra fettina.	12748935	De taart is heerlijk, ik zou graag nog een klein stukje hebben.
12748776	Il mio amico ha comprato una casetta al mare.	12748931	Mijn vriend heeft een klein huisje aan zee gekocht.
12748797	La nonna ha preparato dei biscottini fatti in casa.	12748951	Oma heeft zelfgemaakte koekjes gebakken.
12748798	La ragazza ha un vestitino molto carino.	12748952	Het meisje draagt een heel schattig jurkje.
12748763	Il bambino ha costruito un castellino di sabbia.	12748918	Het kind heeft een klein zandkasteel gebouwd.
12748784	La mia borsa è una borsettina elegante.	12748938	Mijn tas is een elegante, kleine handtas.
12748801	Il cuoco ha preparato un piattino speciale per il bambino.	12748954	De kok heeft een speciaal gerechtje voor het kind gemaakt.
12748802	Il mio gatto fa le fusa come un trenino.	12748955	Mijn kat snurkt als een treintje.
12748803	Il negozio è pieno di oggettini interessanti.	12748956	De winkel is vol met interessante kleine voorwerpen.
2685781	Le visite di mia nonna sono sempre speciali.	2685792	De bezoeken van mijn oma zijn altijd bijzonder.
4741909	Loro proveranno.	8775728	Zij zullen proberen.
4043300	Questo è top secret.	7963943	Dit is uiterst geheim.
425822	Non c'è una nuvola in cielo.	783456	Er is geen enkele wolk aan de hemel.
375008	Il Giappone è un paese insulare.	741329	Japan is een land van eilanden.
1539221	Dove sono i miei orologi?	7548945	Waar zijn mijn horloges?
373413	Ci sono dei buoni ristoranti qui intorno?	951681	Zijn er hier in de omgeving goede restaurants?
392519	Che Dio salvi la regina.	1621784	God bescherme de koningin.
5340184	Qual è la differenza più grande?	6018796	Wat is het grootste verschil?
4060616	"Grazie per avermi aiutato. ""Non c'è di che."""	693298	"Bedankt voor de hulp. ""Geen dank."""
12071590	Sono vicino ad un ristorante rumeno.	12071599	Ik ben in de buurt van een Roemeens restaurant.
934416	Il professor Jones andrà in pensione l'anno prossimo.	414368	Professor Jones zal komend jaar met pensioen gaan.
1516671	È un lama?	9714999	Is het een lama?
3557867	Tom ha appena finito di cenare.	3632486	Tom had net zijn avondeten op.
1989015	La ragazza è solitaria.	4620237	Het meisje is eenzaam.
2352173	Era chiaro cosa intendeva fare.	7416908	Het was duidelijk wat hij wilde doen.
5529776	Non molto lontano da qui c'era un grande stagno.	12781969	Er was een grote vijver in de buurt.
6487786	Tom ha il mio indirizzo e-mail.	7811985	Tom heeft mijn e-mailadres.
4733702	Chi sono gli incapaci in questa situazione?	6043997	Wie zijn de onbekwame in deze situatie?
905708	Questo libro è davvero vecchio.	769565	Dat boek is echt oud.
8377555	Odio le feste di compleanno.	9364636	Ik haat verjaardagsfeestjes.
701135	Quello che ha detto non è vero.	701139	Wat hij zei, is niet waar.
6276817	Non gli ho creduto.	11888232	Ik geloofde hem niet.
9934328	Il ghepardo è l'animale più veloce del mondo.	10019704	Het jachtluipaard is het snelste dier ter wereld.
3548112	Bucarest è la capitale della Romania.	7463171	Boekarest is de hoofdstad van Roemenië.
4394	Non è possibile.	7997135	Dat is niet mogelijk!
350624	È introverso.	397068	Hij is introvert.
806707	Sono interessato alla fotografia.	4460370	Ik interesseer me voor fotografie.
1335437	Quanto si dà di mancia in Spagna?	3524116	Hoeveel fooi geef je in Spanje?
3533126	Non sono molto paziente.	9609809	Ik ben niet erg geduldig.
1820739	La fermata dell'autobus è dall'altro lato della strada.	699822	De bushalte is aan de overkant van de straat.
4766553	Tom è qui a causa mia.	9623423	Tom is hier vanwege mij.
11491792	L'inglese è la lingua internazionale.	11491797	Engels is de internationale taal.
1152812	Sono completamente a vostra disposizione.	3236179	Ik ben helemaal tot uw dienst.
5164751	Che lingue parlano in Belgio?	863716	Welke talen spreekt men in België?
2193185	Ieri mi sei mancato molto.	4516530	Ik heb je gister heel erg gemist.
4000492	Non è normale?	10892291	Is dat niet normaal?
1152808	Il sangue scorre nelle vene.	3124619	Bloed vloeit in de aderen.
7133368	Firenze è una bella città.	7154185	Florence is een mooie stad.
7254274	Tom è una leggenda vivente.	11045731	Tom is een levende legende.
2801253	Molti scienziati lavorano con i numeri.	2824577	Veel wetenschappers werken met getallen.
672279	Non ho potuto dormire tutta la notte.	672277	Ik kon de hele nacht niet slapen.
6396518	Tom era sempre più confuso.	8490124	Tom raakte steeds meer in de war.
2535691	Non voglio questo.	6889695	Ik wil deze niet.
4475439	Chi, io?	4476575	Wie, ik?
376624	Torna presto.	377875	Kom snel terug.
814066	Ho smesso di fumare.	418780	Ik ben gestopt met roken.
626427	In circa due settimane.	735790	Over een week of twee.
